title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
Rasterio,https://rasterio.readthedocs.io/,Rasterio,Rasterio reads and writes geospatial raster datasets,Geospatial Data,2300,,,,,,,https://github.com/rasterio/rasterio/actions/workflows/tests.yaml/badge.svg
ArcGIS API,https://developers.arcgis.com/python/,ArcGIS API,Documentation and samples for ArcGIS API for Python,Geospatial Data,1900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Fiona,https://fiona.readthedocs.io/,Fiona,Fiona reads and writes geographic data files,Geospatial Data,1200,,,,,,,https://github.com/Toblerity/Fiona/actions/workflows/tests.yml/badge.svg
pyproj,https://pyproj4.github.io/pyproj,pyproj,Python interface to PROJ (cartographic projections and coordinate transformations library),Geospatial Data,1100,,,,,,,https://raw.githubusercontent.com/pyproj4/pyproj/main/docs/media/logo.png
ipyleaflet,https://ipyleaflet.readthedocs.io/,ipyleaflet,A Jupyter - Leaflet.js bridge,Geospatial Data,1500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
geojson,https://pypi.python.org/pypi/geojson/,geojson,Python bindings and utilities for GeoJSON,Geospatial Data,930,,,,,,,https://github.com/jazzband/geojson/actions/workflows/test.yml/badge.svg
PySAL,https://pysal.org/pysal,PySAL,PySAL: Python Spatial Analysis Library Meta-Package,Geospatial Data,1400,,,,,,,https://github.com/pysal/pysal/actions/workflows/testing.yml/badge.svg
GeoViews,https://geoviews.org/,GeoViews,"Simple, concise geographical visualization in Python",Geospatial Data,600,,,,,,,https://github.com/holoviz/geoviews/raw/main/doc/_static/logo_stacked.png
pymap3d,https://geospace-code.github.io/pymap3d,pymap3d,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci,Geospatial Data,400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
geopy,https://geopy.readthedocs.io/,geopy,Geocoding library for Python.,Geospatial Data,4500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Geocoder,https://geocoder.readthedocs.org/,Geocoder,Python Geocoder,Geospatial Data,1600,,,,,,,https://github.com/DenisCarriere/geocoder/raw/master/docs/_static/geocoder.png
Satpy,https://satpy.readthedocs.org/en/latest/,Satpy,Python package for earth-observing satellite data processing,Geospatial Data,1100,,,,,,,https://github.com/pytroll/satpy/workflows/CI/badge.svg?branch=main
Sentinelsat,https://sentinelsat.readthedocs.io/,Sentinelsat,Search and download Copernicus Sentinel satellite images,Geospatial Data,990,,,,,,,https://github.com/sentinelsat/sentinelsat/raw/main/readme-note-scihub-closed.png
EarthPy,https://earthpy.readthedocs.io/,EarthPy,A package built to support working with spatial data using open source python,Geospatial Data,510,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Mapbox GL,https://github.com/mapbox/mapboxgl-jupyter,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook,Geospatial Data,670,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
prettymaps,https://github.com/marceloprates/prettymaps,prettymaps,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely libraries.",Geospatial Data,11000,,,,,,,https://github.com/marceloprates/prettymaps/raw/main/prints/heerhugowaard.png
gmaps,https://jupyter-gmaps.readthedocs.io/en/stable/,gmaps,Google maps for Jupyter notebooks,Geospatial Data,760,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
geoplotlib,https://github.com/andrea-cuttone/geoplotlib,geoplotlib,python toolbox for visualizing geographical data and making maps,Geospatial Data,1000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
yfinance,https://aroussi.com/post/python-yahoo-finance,yfinance,Download market data from Yahoo! Finance's API,Financial Data,15000,,,,,,,https://aroussi.com/assets/img/avatar.png
Qlib,https://qlib.readthedocs.io/en/latest/,Qlib,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and create value using AI technologies in quantitative investment, from exploring ideas to implementing productions. Qlib supports diverse machine learning modeling paradigms. including supervised learning, market dynamics modeling, and RL.",Financial Data,16000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
bt,https://pmorissette.github.io/bt,bt,bt - flexible backtesting for Python,Financial Data,2300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ffn,https://pmorissette.github.io/ffn,ffn,ffn - a financial function library for Python,Financial Data,2100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
IB-insync,https://github.com/erdewit/ib_insync,IB-insync,Python sync/async framework for Interactive Brokers API,Financial Data,2900,,,,,,,https://github.com/erdewit/ib_insync/actions/workflows/test.yml/badge.svg?branch=master
stockstats,https://github.com/jealous/stockstats,stockstats,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,Financial Data,1300,,,,,,,https://github.com/jealous/stockstats/actions/workflows/build-test.yml/badge.svg
TensorTrade,https://discord.gg/ZZ7BGWh,TensorTrade,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",Financial Data,4600,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Alpha Vantage,https://github.com/RomelTorres/alpha_vantage,Alpha Vantage,A python wrapper for Alpha Vantage API for financial data.,Financial Data,4300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
finmarketpy,https://www.cuemacro.com/,finmarketpy,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians),Financial Data,3500,,,,,,,https://github.com/cuemacro/finmarketpy/raw/master/finmarketpy_logo.png?raw=true
tf-quant-finance,https://github.com/google/tf-quant-finance,tf-quant-finance,High-performance TensorFlow library for quantitative finance.,Financial Data,4600,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
zipline,https://www.zipline.io/,zipline,"Zipline, a Pythonic Algorithmic Trading Library",Financial Data,18000,,,,,,,https://cdn.prod.website-files.com/6332de5685bcb10d683a20ea/6332de5685bcb121b93a219e_zipline-logo-dark.png
pyfolio,https://quantopian.github.io/pyfolio,pyfolio,Portfolio and risk analytics in Python,Financial Data,5800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ta,https://technical-analysis-library-in-python.readthedocs.io/en/latest/,ta,Technical Analysis Library using Pandas and Numpy,Financial Data,4400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
backtrader,https://www.backtrader.com/,backtrader,Python Backtesting library for trading strategies,Financial Data,15000,,,,,,,https://www.backtrader.com/images/logo.png
Alphalens,https://quantopian.github.io/alphalens,Alphalens,Performance analysis of predictive (alpha) stock factors,Financial Data,3500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
empyrical,https://quantopian.github.io/empyrical,empyrical,Common financial risk and performance metrics. Used by zipline and pyfolio.,Financial Data,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Enigma Catalyst,https://enigma.co/,Enigma Catalyst,An Algorithmic Trading Library for Crypto-Assets in Python,Financial Data,2500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PyAlgoTrade,https://gbeced.github.io/pyalgotrade/,PyAlgoTrade,Python Algorithmic Trading Library,Financial Data,4500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
FinTA,https://github.com/peerchemist/finta,FinTA,Common financial technical indicators implemented in Pandas.,Financial Data,2200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Backtesting.py,https://kernc.github.io/backtesting.py/,Backtesting.py,Backtest trading strategies in Python.,Financial Data,5700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Crypto Signals,https://www.linkedin.com/in/AbenezerMamo,Crypto Signals,"Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks",Financial Data,5000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
FinQuant,https://github.com/fmilthaler/FinQuant,FinQuant,"A program for financial portfolio management, analysis and optimisation.",Financial Data,1500,,,,,,,https://raw.githubusercontent.com/fmilthaler/finquant/master/images/finquant-logo.png
surpriver,https://www.tradytics.com/,surpriver,Find big moving stocks before they move using machine learning and anomaly detection,Financial Data,1800,,,,,,,https://github.com/tradytics/surpriver/raw/master/figures/logo_custom.png
pyrtfolio,https://investpy-portfolio.readthedocs.io/,pyrtfolio,Python package to generate stock portfolios,Financial Data,150,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
sktime,https://www.sktime.net/,sktime,A unified framework for machine learning with time series,Time Series Data,8100,,,,,,,https://github.com/sktime/sktime/raw/main/docs/source/images/sktime-logo.svg
pytorch-forecasting,https://pytorch-forecasting.readthedocs.io/,pytorch-forecasting,Time series forecasting with PyTorch,Time Series Data,4000,,,,,,,https://github.com/sktime/pytorch-forecasting/raw/main/docs/source/_static/logo.svg
STUMPY,https://stumpy.readthedocs.io/en/latest/,STUMPY,STUMPY is a powerful and scalable Python library for modern time series analysis,Time Series Data,3700,,,,,,,https://stumpy.readthedocs.io/en/latest/_static/logo.png
NeuralForecast,https://nixtlaverse.nixtla.io/neuralforecast,NeuralForecast,Scalable and user friendly neural forecasting algorithms.,Time Series Data,3200,,,,,,,https://mintlify.s3.us-west-1.amazonaws.com/nixtla/ecosystem.png
skforecast,https://skforecast.org/,skforecast,Time series forecasting with machine learning models,Time Series Data,1200,,,,,,,https://github.com/skforecast/skforecast/raw/master/images/banner-landing-page-skforecast.png?raw=true#only-light
GluonTS,https://ts.gluon.ai/,GluonTS,Probabilistic time series modeling in Python,Time Series Data,4700,,,,,,,https://ts.gluon.ai/stable/_static/gluonts.svg
Streamz,https://streamz.readthedocs.io/en/latest/,Streamz,Real-time stream processing for python,Time Series Data,1200,,,,,,,https://github.com/python-streamz/streamz/workflows/CI/badge.svg
TSFEL,https://tsfel.readthedocs.io/,TSFEL,An intuitive library to extract features from time series.,Time Series Data,960,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
greykite,https://github.com/linkedin/greykite,greykite,"A flexible, intuitive and fast forecasting library",Time Series Data,1800,,,,,,,https://github.com/linkedin/greykite/raw/master/LOGO-C8.png
pydlm,https://github.com/wwrechard/pydlm,pydlm,A python library for Bayesian time series modeling,Time Series Data,480,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tsflex,https://predict-idlab.github.io/tsflex/,tsflex,Flexible time series feature extraction & processing,Time Series Data,410,,,,,,,https://raw.githubusercontent.com/predict-idlab/tsflex/main/docs/_static/logo.png
Auto TS,https://github.com/AutoViML/Auto_TS,Auto TS,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of Code. Created by Ram Seshadri. Collaborators welcome.",Time Series Data,740,,,,,,,https://github.com/AutoViML/Auto_TS/raw/master/images/logo.png
pyts,https://pyts.readthedocs.io/,pyts,A Python package for time series classification,Time Series Data,1800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
luminol,https://github.com/linkedin/luminol,luminol,Anomaly Detection and Correlation library,Time Series Data,1200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ADTK,https://adtk.readthedocs.io/,ADTK,A Python toolkit for rule-based/unsupervised anomaly detection in time series,Time Series Data,1100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
seglearn,https://dmbee.github.io/seglearn/,seglearn,Python module for machine learning time series:,Time Series Data,570,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tick,https://x-datainitiative.github.io/tick/,tick,"Module for statistical learning, with a particular emphasis on time-dependent modelling",Time Series Data,490,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
matrixprofile-ts,https://opensource.target.com/,matrixprofile-ts,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile,Time Series Data,730,,,,,,,https://opensource.target.com/static/media/target_logo.0bb2187b04e452a4ef90699d4ed240fb.svg
atspy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3580631,atspy,AtsPy: Automated Time Series Models in Python (by @firmai),Time Series Data,520,,,,,,,https://cdn.ssrn.com/ssrn-global-header/11589acb53bc518aa22929bf19add113.svg
tsaug,https://tsaug.readthedocs.io/,tsaug,A Python package for time series augmentation,Time Series Data,350,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tslumen,https://hsbc.github.io/tslumen/,tslumen,A library for Time Series EDA (exploratory data analysis),Time Series Data,68,,,,,,,https://raw.githubusercontent.com/hsbc/tslumen/main/doc/source/_static/logo-350.png
MNE,https://mne.tools/,MNE,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python,Medical Data,2800,,,,,,,https://mne.tools/stable/_images/mne_logo.svg
Nilearn,https://nilearn.github.io/,Nilearn,Machine learning for NeuroImaging in Python,Medical Data,1200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
MONAI,https://monai.io/,MONAI,AI Toolkit for Healthcare Imaging,Medical Data,6000,,,,,,,https://raw.githubusercontent.com/Project-MONAI/MONAI/dev/docs/images/MONAI-logo-color.png
NIPYPE,https://nipype.readthedocs.org/en/latest/,NIPYPE,Workflows and interfaces for neuroimaging packages,Medical Data,750,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
NiBabel,https://nipy.org/nibabel/,NiBabel,Python package to access a cacophony of neuro-imaging file formats,Medical Data,670,,,,,,,https://raw.githubusercontent.com/nipy/nibabel/master/doc/pics/logo.png
Hail,https://hail.is/,Hail,Cloud-native genomic dataframes and batch computing,Medical Data,980,,,,,,,https://hail.is/static/hail-logo-cropped-sm-opt.png
DeepVariant,https://github.com/google/deepvariant,DeepVariant,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.,Medical Data,3300,,,,,,,https://github.com/google/deepvariant/raw/r1.8/docs/images/dv_logo.png
Brainiak,https://brainiak.org/,Brainiak,Brain Imaging Analysis Kit,Medical Data,340,,,,,,,https://github.com/brainiak/brainiak/actions/workflows/ci.yml/badge.svg
DIPY,https://dipy.org/,DIPY,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization, signal processing, machine learning, statistical analysis and visualization of medical images. Additionally, it contains specialized methods for computational anatomy including diffusion, perfusion and structural imaging.",Medical Data,730,,,,,,,https://github.com/dipy/dipy/raw/master/doc/_static/images/logos/dipy-logo.png
NIPY,https://nipy.org/nipy,NIPY,Neuroimaging in Python FMRI analysis package,Medical Data,380,,,,,,,http://nipy.org/nipy/_static/reggie2.png
NiftyNet,https://niftynet.io/,NiftyNet,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-guided therapy,Medical Data,1400,,,,,,,https://github.com/NifTK/NiftyNet/raw/dev/niftynet-logo.png
MedPy,https://loli.github.io/medpy/,MedPy,Medical image processing in Python,Medical Data,580,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Glow,https://projectglow.io/,Glow,An open-source toolkit for large-scale genomic analysis,Medical Data,270,,,,,,,https://github.com/projectglow/glow/raw/main/static/glow_logo_horiz_color.png
DLTK,https://dltk.github.io/,DLTK,Deep Learning Toolkit for Medical Image Analysis,Medical Data,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
MedicalTorch,https://medicaltorch.readthedocs.io/,MedicalTorch,A medical imaging framework for Pytorch,Medical Data,860,,,,,,,https://github.com/perone/medicaltorch/raw/master/docs/source/_static/img/logo_hr.png
Medical Detection Toolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Medical Detection Toolkit,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN, Retina Net, Retina U-Net, as well as a training and inference framework focused on dealing with medical images.",Medical Data,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DeepNeuro,https://qtim-lab.github.io/,DeepNeuro,A deep learning python package for neuroimaging data. Made by:,Medical Data,120,,,,,,,https://github.com/QTIM-Lab/DeepNeuro/raw/master/package_resources/logos/DeepNeuro_alt.PNG?raw=true
MedicalNet,https://github.com/Tencent/MedicalNet,MedicalNet,Many studies have shown that the performance on deep learning is significantly affected by volume of training data. The MedicalNet project provides a series of 3D-ResNet pre-trained models and relative code.,Medical Data,2000,,,,,,,https://github.com/Tencent/MedicalNet/raw/master/images/logo.png
pytorch_tabular,https://pytorch-tabular.readthedocs.io/,pytorch_tabular,A standard framework for modelling Deep Learning Models for tabular data,Tabular Data,1400,,,,,,,https://github.com/manujosephv/pytorch_tabular/raw/main/docs/imgs/pytorch_tabular_logo.png
miceforest,https://github.com/AnotherSamWilson/miceforest,miceforest,Multiple Imputation with LightGBM in Python,Tabular Data,370,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
upgini,https://upgini.com/,upgini,"Data search & enrichment library for Machine Learning â†’ Easily find and add relevant features to your ML & AI pipeline from hundreds of public and premium external data sources, including open & commercial LLMs",Tabular Data,320,,,,,,,https://cdn.prod.website-files.com/65d5721664bea140c05f5301/65e354e4b9ddb1c6aaa7d7b1_upgini_logo%20gradient.svg
carefree-learn,https://carefree0910.me/carefree-learn-doc/,carefree-learn,Deep Learning  PyTorch,Tabular Data,410,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
deltapy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3582219,deltapy,DeltaPy - Tabular Data Augmentation (by @firmai),Tabular Data,540,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PaddleOCR,https://paddlepaddle.github.io/PaddleOCR/,PaddleOCR,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)",Optical Character Recognition,45000,,,,,,,https://github.com/PaddlePaddle/PaddleOCR/releases/download/v2.8.0/PaddleOCR_logo.png
EasyOCR,https://www.jaided.ai/,EasyOCR,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",Optical Character Recognition,25000,,,,,,,https://www.jaided.ai/static/img/svg_icon/jaided_logo.svg
OCRmyPDF,https://ocrmypdf.readthedocs.io/,OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",Optical Character Recognition,15000,,,,,,,https://github.com/ocrmypdf/OCRmyPDF/raw/main/docs/images/logo.svg
Tesseract,https://github.com/madmaze/pytesseract,Tesseract,A Python wrapper for Google Tesseract,Optical Character Recognition,5900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tesserocr,https://github.com/sirfz/tesserocr,tesserocr,A Python wrapper for the tesseract-ocr API,Optical Character Recognition,2000,,,,,,,https://github.com/sirfz/tesserocr/actions/workflows/build.yml/badge.svg
MMOCR,https://mmocr.readthedocs.io/en/dev-1.x/,MMOCR,"OpenMMLab Text Detection, Recognition and Understanding Toolbox",Optical Character Recognition,4400,,,,,,,https://github.com/open-mmlab/mmocr/raw/main/resources/mmocr-logo.png
keras-ocr,https://keras-ocr.readthedocs.io/,keras-ocr,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,Optical Character Recognition,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
calamari,https://github.com/Calamari-OCR/calamari,calamari,Line based ATR Engine based on OCRopy,Optical Character Recognition,1100,,,,,,,https://github.com/Calamari-OCR/calamari/raw/master/resources/logo/calamari_200.png
pdftabextract,https://datascience.blog.wzb.eu/2017/02/16/data-mining-ocr-pdfs-using-pdftabextract-to-liberate-tabular-data-from-scanned-documents/,pdftabextract,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,Optical Character Recognition,2200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
attention-ocr,https://github.com/emedvedev/attention-ocr,attention-ocr,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and compatible with Google Cloud ML Engine.,Optical Character Recognition,1100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
doc2text,https://github.com/jlsutherland/doc2text,doc2text,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,Optical Character Recognition,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Mozart,https://github.com/aashrafh/Mozart,Mozart,An optical music recognition (OMR) system. Converts sheet music to a machine-readable version.,Optical Character Recognition,630,,,,,,,https://github.com/aashrafh/mozart/raw/main/logo.svg
Ray,https://ray.io/,Ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Distributed Machine Learning,35000,,,,,,,https://github.com/ray-project/ray/raw/master/doc/source/images/ray_header_logo.png
dask.distributed,https://distributed.dask.org/,dask.distributed,A distributed task scheduler for Dask,Distributed Machine Learning,1600,,,,,,,https://github.com/dask/distributed/workflows/Tests/badge.svg?branch=main
horovod,https://horovod.ai/,horovod,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",Distributed Machine Learning,14000,,,,,,,https://user-images.githubusercontent.com/16640218/34506318-84d0c06c-efe0-11e7-8831-0425772ed8f2.png
metrics,https://lightning.ai/docs/torchmetrics/,metrics,"Machine learning metrics for distributed, scalable PyTorch applications.",Distributed Machine Learning,2200,,,,,,,https://github.com/Lightning-AI/torchmetrics/raw/master/docs/source/_static/images/logo.png
H2O-3,https://h2o.ai/,H2O-3,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM) & XGBoost, Random Forest, Generalized Linear Modeling (GLM with Elastic Net), K-Means, PCA, Generalized Additive Models (GAM), RuleFit, Support Vector Machine (SVM), Stacked Ensembles, Automatic Machine Learning (AutoML), etc.",Distributed Machine Learning,7000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ColossalAI,https://www.colossalai.org/,ColossalAI,"Making large AI models cheaper, faster and more accessible",Distributed Machine Learning,39000,,,,,,,https://raw.githubusercontent.com/hpcaitech/public_assets/main/colossalai/img/colossal-ai_logo_vertical.png
BigDL,https://github.com/intel-analytics/ipex-llm,BigDL,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discrete GPU such as Arc, Flex and Max)",Distributed Machine Learning,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
FairScale,https://github.com/facebookresearch/fairscale,FairScale,PyTorch extensions for high performance and large scale training.,Distributed Machine Learning,3200,,,,,,,https://github.com/facebookresearch/fairscale/raw/main/docs/source/_static/img/fairscale-logo.png
